ID,ESTACION,FECHA,HORA,LONGITUD,LATITUD,ALTITUD,PM10,PM2_5,NO2,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,FECHA_CORTE
165246,SANTA_ANITA,20150107,220000,-76.9714,-12.043,253,76.61,15.6,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165247,SANTA_ANITA,20150107,230000,-76.9714,-12.043,253,94.54,20.6,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165248,SANTA_ANITA,20150108,0,-76.9714,-12.043,253,94.09,23.5,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165249,SANTA_ANITA,20150108,10000,-76.9714,-12.043,253,86.51,20.5,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165250,SANTA_ANITA,20150108,20000,-76.9714,-12.043,253,81.32,19.6,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165251,SANTA_ANITA,20150108,30000,-76.9714,-12.043,253,76.4,24.4,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165252,SANTA_ANITA,20150108,40000,-76.9714,-12.043,253,80.92,24.3,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165253,SANTA_ANITA,20150108,50000,-76.9714,-12.043,253,74.49,20.3,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165254,SANTA_ANITA,20150108,60000,-76.9714,-12.043,253,74.02,15.5,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165255,SANTA_ANITA,20150108,70000,-76.9714,-12.043,253,61.29,18.3,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165256,SANTA_ANITA,20150108,80000,-76.9714,-12.043,253,54.96,14.5,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165257,SANTA_ANITA,20150108,90000,-76.9714,-12.043,253,71.72,15.9,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165258,SANTA_ANITA,20150108,100000,-76.9714,-12.043,253,56.86,19.4,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165259,SANTA_ANITA,20150108,110000,-76.9714,-12.043,253,52.51,14.2,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165260,SANTA_ANITA,20150108,120000,-76.9714,-12.043,253,50.67,14,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165261,SANTA_ANITA,20150108,130000,-76.9714,-12.043,253,71.37,11.6,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165262,SANTA_ANITA,20150108,140000,-76.9714,-12.043,253,103.79,18.9,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165263,SANTA_ANITA,20150108,150000,-76.9714,-12.043,253,115.28,29.4,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165264,SANTA_ANITA,20150108,160000,-76.9714,-12.043,253,102.74,28.4,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165265,SANTA_ANITA,20150108,170000,-76.9714,-12.043,253,81.81,23.6,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165266,SANTA_ANITA,20150108,180000,-76.9714,-12.043,253,18.35,15.5,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165267,SANTA_ANITA,20150108,190000,-76.9714,-12.043,253,47.89,18.4,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165268,SANTA_ANITA,20150108,200000,-76.9714,-12.043,253,53.61,16.6,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165269,SANTA_ANITA,20150108,210000,-76.9714,-12.043,253,57.89,21.5,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165270,SANTA_ANITA,20150108,220000,-76.9714,-12.043,253,64.41,19.9,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165271,SANTA_ANITA,20150108,230000,-76.9714,-12.043,253,66.74,14.4,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165272,SANTA_ANITA,20150109,0,-76.9714,-12.043,253,67.23,17.9,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165273,SANTA_ANITA,20150109,10000,-76.9714,-12.043,253,69.58,20,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165274,SANTA_ANITA,20150109,20000,-76.9714,-12.043,253,88.74,21.7,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165275,SANTA_ANITA,20150109,30000,-76.9714,-12.043,253,87.72,22.2,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165276,SANTA_ANITA,20150109,40000,-76.9714,-12.043,253,95.9,21.7,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165277,SANTA_ANITA,20150109,50000,-76.9714,-12.043,253,68.19,20,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165278,SANTA_ANITA,20150109,60000,-76.9714,-12.043,253,62.78,17,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165279,SANTA_ANITA,20150109,70000,-76.9714,-12.043,253,69.14,17.9,,LIMA,LIMA,SANTA_ANITA,150137,20240531
165280,SANTA_ANITA,20150109,80000,-76.9714,-12.043,253,61.94,18.3,,LIMA,LIMA,SANTA_ANITA,150137,20240531
