fecha_hora,salto_absoluto
2022-05-22 12:00:00,121.02000000000001
2022-06-20 11:00:00,109.37
2022-06-21 10:00:00,102.95999999999998
2022-06-06 04:00:00,95.53
2022-12-01 11:00:00,91.18999999999998
2022-06-06 14:00:00,91.13
2022-05-29 13:00:00,83.10000000000001
2023-02-28 14:00:00,79.94
2022-06-26 16:00:00,79.05
2022-05-03 15:00:00,78.35
