,horas_esperadas,horas_con_PM25,cobertura_pct
2015,8760,8250,94.17808219178082
2016,8784,7434,84.6311475409836
2017,8760,8258,94.26940639269407
2018,8760,4397,50.194063926940636
2019,8760,1832,20.91324200913242
2020,8784,0,0.0
2021,8760,303,3.458904109589041
2022,8760,8236,94.01826484018265
2023,8760,8326,95.04566210045662
2024,3648,3565,97.72478070175438
